"","rid","pid","GNIS_NA","HUC6","STATE","OBSPRED","TAILWAT","ELEV","CANOPY","SLOPE","PRECIP","CUMDRAI","Y_COORD","NLCD11P","BFI","temp","S30_204","S32_208","RepeatID","Yrange","size","F_BFI_H","barrier","length","numSpE","rchChng","NativNt","pNat","pComm","prsGlcE","prsGlcL","pisc","nClnzSp","FHMN","LNDC","CRCH","PKF","SDSH","LNSU","WSU","EB","CMSH","STR","JDT","BRSB","SMB","GSUN","CARP","YP","LL","PTMN","RB","LMB","MWF","NRBDC","LKCH","BRMN","IOWA","BLBH","NP","WSMN","PLMN","SCAT","SHRH","NPDC","WHCR","RKB","GSH","FHCH","SGR","WE","RCSU","PUMP","CCAT","RMCOT","PLSU","WS_PLMN","GE","ONC","SPSH","SPDC","MTSU","RMCT","RSSH","COLCOT","EMSH","HYBOG","BMSH","BHSU","FMSU","FMxWSU","DRUM","SMBUF","BMBUF","ODT","BLCR","FSDC","HHCH","GDF","BG","RDSH","GAM","GZS","TGT","YLBH","STCH","GILA","LING","QBK","SPK","LSCH","WCT","RTCH","SSTRG","LWF","WBS","SFCH","PSTRG","BSU","CIS","PF","GR","SMMN","BHxWSU","KOK","LT","snapdst","PU","rGlac","rPeri","rPela","rMont","ratio","snapdist","upDist","afvArea","locID","netID","netgeom","MOTCOT","pelagics_all","Turnover","geometry"
"25",597,25,"North Platte River","1.018e","Wyoming",146245,0,1577.51,6.87,1e-05,324.8,28858.64,1430134,0.555,49,19.15,20.26,21.1,220,19,1163.585415,0.18920797,1,136.275,5,2,3,0.5,0.2,0.5,NA,0,6,1,0,1,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,1,NA,0,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.014787614239034,"PLAT",0.75,0.999,NA,NA,0.181880598563645,0,557574.039948373,0.165971601566882,25,1,"SNETWORK (1 597 557574.039948373 0.181880598563645 25 25)",0,NA,0.909090909090909,c(-855116.282467556, 2244537.01960078)
"26",770,26,"La Bonte Creek","1.018e","Wyoming",138037,0,1548.88,8.02,0.00715256,373.99,450.39,1413185,0.009,48,19.15,20.26,21.1,170,17,4.28948871,0.27876528,0,66.704,8,0,0,0.857142857142857,0.75,0.999,0.8,0,2,NA,1,1,NA,1,1,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008596678305841,"PLAT",0.999,0.999,NA,NA,0.529216993638822,0,425660.185838072,0.00736495248550396,26,1,"SNETWORK (1 770 425660.185838072 0.529216993638822 26 26)",0,NA,0.4,c(-767718.574682665, 2208851.45034279)
"27",777,27,"North Platte River","1.018e","Wyoming",132394,0,1319.85,1.64,0.00110053,359.79,40360.21,1390593,0.492,61,21.9,23.08,23.97,242,27,1236.120587,0.2010917,1,18.375,11,-3,-2,0.8,0.727272727272727,0.833333333333333,0.75,0,0,0,1,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.023311724773128,"PLAT",0.666666666666667,0.999,NA,NA,0.215966313102922,0,287449.211677683,0.357892352369,27,1,"SNETWORK (1 777 287449.211677683 0.215966313102922 27 27)",0,0.999,0.272727272727273,c(-716205.815338947, 2174871.60431431)
"28",792,28,"North Platte River","1.018e","Wyoming",142642,0,1445.88,1.03,0.00295835,331.85,35516.91,1430819,0.491,45,21.26,22.42,23.3,248,55,1203.108889,0.19681489,1,73.568,6,-3,-4,0.001,0.001,0.001,0.001,0,3,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.023229053287038,"PLAT",0.001,0.001,0.001,NA,0.211844512202284,0,407533.928427363,0.349702759991187,28,1,"SNETWORK (1 792 407533.928427363 0.211844512202284 28 28)",0,0.001,0.999,c(-763723.738333771, 2226181.4805811)
"29",906,29,"Rawhide Creek","1.018e","Wyoming",133356,0,1335.18,0,0.00199728,351.4,756.37,1400412,0.003,70,19.64,20.77,21.62,260,69,13.17491493,0.19870601,1,104.956,4,0,-2,0.25,0.25,NA,0.25,1,3,NA,NA,1,NA,0,NA,1,NA,0,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005497934575847,"PLAT",0.999,0.999,NA,0.001,0.256163569658833,0,271042.935936102,0.471414032869579,29,1,"SNETWORK (1 906 271042.935936102 0.256163569658833 29 29)",0,NA,0.857142857142857,c(-680441.554413712, 2177411.74329589)
"30",909,30,"Rawhide Creek","1.018e","Wyoming",134380,0,1365.74,12.26,0.00338753,343.92,631.98,1408316,0.004,70,19.08,20.19,21.03,273,13,11.26710889,0.19759587,1,104.956,6,-3,-3,0.001,0.333333333333333,0.001,0.001,1,1,1,NA,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04874327697438,"PLAT",0.5,0.001,NA,NA,0.592676537796393,0,286422.876656091,0.471414032869579,30,1,"SNETWORK (1 909 286422.876656091 0.592676537796393 30 30)",0,NA,0.714285714285714,c(-683157.841818887, 2186241.75368546)
"31",914,31,"Rawhide Creek","1.018e","Wyoming",135486,0,1392.87,9.52,0.00296542,342.27,331.08,1413666,0,68,19.06,20.17,21.01,259,69,5.89890532,0.19290054,1,104.956,8,-1,-1,0.75,0.75,0.999,0.6,0,1,1,1,1,NA,1,NA,1,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00380198614663,"PLAT",0.999,0.999,NA,NA,0.455715801851995,1.16415321826935e-10,299552.323521596,0.471414032869579,31,1,"SNETWORK (1 914 299552.323521596 0.455715801851995 31 31)",0,NA,0.333333333333333,c(-682485.397843038, 2191487.25305381)
"32",915,32,"North Platte River","1.018e","Wyoming",131439,0,1285.88,14.38,0.00085407,348.68,40856.62,1384934,0.488,68,21.53,22.7,23.59,221,19,1245.157907,0.20158071,1,58.533,6,4,4,0.6,0.5,0.5,0.999,1,7,NA,NA,1,NA,1,1,1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015166340156006,"PLAT",0.999,0.999,NA,NA,0.1018357050534,1.16415321826935e-10,255781.251180896,0.358041668791585,32,1,"SNETWORK (1 915 255781.251180896 0.1018357050534 32 32)",0,0.001,0.769230769230769,c(-698805.635029151, 2165595.04969598)
"33",954,33,"North Platte River","1.018e","Wyoming",129535,0,1265.71,5.64,0.00014134,350.02,52803,1377335,0.463,70,22.05,23.23,24.13,219,84,1627.497349,0.19785402,1,58.533,11,6,3,0.7,0.727272727272727,0.666666666666667,0.75,1,9,0,1,1,1,1,1,1,NA,1,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.037706946054641,"PLAT",0.75,0.999,0.001,NA,0.0148333000960535,0,234120.396603451,0.460381298159867,33,1,"SNETWORK (1 954 234120.396603451 0.0148333000960535 33 33)",0,0.001,0.6,c(-686889.575125749, 2155030.11919083)
"34",1000,34,"North Platte River","1.018e","Nebraska",119979,0,1116.47,1.55,0.00106965,417.96,63183.84,1341469,0.445,75,23.11,24.32,25.24,249,23,1837.843475,0.20038678,0,128.799,12,-5,-4,0.4,0.333333333333333,0.333333333333333,0.428571428571429,1,3,1,NA,1,0,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003422875040048,"PLAT",0.999,0.5,0.001,NA,0.0810287197014339,0,97109.8596389277,1,34,1,"SNETWORK (1 1000 97109.8596389277 0.0810287197014339 34 34)",0,0.5,0.733333333333333,c(-585892.678627674, 2096634.41879049)
"35",1477,35,"Laramie River","1.018e","Wyoming",119234,0,2153.14,8.79,1e-05,310.84,4098.19,1293801,0.489,47,18.36,19.45,20.27,180,27,194.5867109,0.13247384,0,123.061,5,3,2,0.999,0.999,0.999,0.999,0,3,1,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.030545214672489,"PLAT",0.999,0.999,NA,NA,0.551179577784355,0,489095.389617098,0.0742726317991726,35,1,"SNETWORK (1 1477 489095.389617098 0.551179577784355 35 35)",0,NA,0.375,c(-806111.023813987, 2093770.56597768)
"36",1482,36,"Laramie River","1.018e","Wyoming",114043,0,2174.27,22.63,0.00063026,309.8,2683.25,1276598,0.581,52,18.09,19.18,20,186,83,97.94913772,0.09322735,0,123.061,5,5,4,0.999,0.999,0.999,0.999,1,5,1,1,1,NA,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.031244911194395,"PLAT",0.999,0.999,NA,NA,0.834801185058512,0,533458.587966411,0.0742726317991726,36,1,"SNETWORK (1 1482 533458.587966411 0.834801185058512 36 36)",0,NA,0.5,c(-796629.607520423, 2074090.57024369)
"37",1486,37,"Laramie River","1.018e","Wyoming",112287,0,2182.63,8.19,0.0006868,296.56,2048.23,1270359.45,0.76,54,18.57,19.66,20.49,323,15,83.4861456,0.08348044,1,14.301,5,-2,-1,0.5,0.6,0.5,NA,1,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.048803128929997,"PLAT",0.001,0.5,NA,NA,0.665339034685892,0,546772.113920303,0.0742726317991726,37,1,"SNETWORK (1 1486 546772.113920303 0.665339034685892 37 37)",0,NA,0.4,c(-801847.281071827, 2068975.48038923)
"38",1494,38,"Laramie River","1.018e","Wyoming",109593,0,2202,24.49,0.00049496,313.61,1199.74,1258096,0.261,55,17.25,18.31,19.11,175,19,64.53348101,0.0721004,1,25.729,5,4,4,0.999,0.999,0.999,0.999,1,4,1,1,1,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.018213403363016,"PLAT",0.999,0.999,NA,NA,0.270509188532494,0,576527.767490389,0.0565643876144066,38,1,"SNETWORK (1 1494 576527.767490389 0.270509188532494 38 38)",0,NA,0.444444444444444,c(-815864.511780525, 2059105.74377485)
"39",1532,39,"Laramie River","1.018e","Colorado",105185,0,2383.71,22.55,0.0035752,400.67,612.93,1232827,0.344,56,15.62,16.65,17.42,182,25,47.63749088,0.05953525,1,99.993,3,0,0,0.999,0.999,0.999,NA,1,0,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.044356854462025,"PLAT",0.999,0.999,NA,NA,0.867826606793748,0,637386.690026622,0.0517164463711072,39,1,"SNETWORK (1 1532 637386.690026622 0.867826606793748 39 39)",0,NA,0.001,c(-831731.563313966, 2036358.78171154)
"40",1535,40,"Laramie River","1.018e","Colorado",104886,0,2394.3,14.98,0.00398679,414.54,588.03,1231753,0.357,57,15.63,16.65,17.43,183,26,46.6301443,0.05876222,1,99.993,3,0,0,0.999,0.999,0.999,NA,1,0,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001358730707211,"PLAT",0.999,0.999,NA,NA,0.0642785452746448,0,638935.681882608,0.0517164463711072,40,1,"SNETWORK (1 1535 638935.681882608 0.0642785452746448 40 40)",0,NA,0.001,c(-831066.112068341, 2035492.23429685)
"41",1557,41,"Laramie River","1.018e","Colorado",102316,0,2555.61,0,0.00528118,509.78,117.64,1210621,0.887,62,14.17,15.15,15.9,176,12,18.055353,0.06479995,1,99.993,3,0,0,0.999,0.999,0.999,NA,1,0,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.028978549934909,"PLAT",NA,0.999,NA,NA,0.931250264817526,0,675192.726328782,0.0517164463711072,41,1,"SNETWORK (1 1557 675192.726328782 0.931250264817526 41 41)",0,NA,0.001,c(-825665.94259273, 2012226.31248625)
"42",1594,42,"Laramie River","1.018e","Wyoming",129884,0,1350.57,20.75,0.00043582,341.63,9553.86,1372890,0.354,63,20.36,21.5,22.37,184,44,327.448706,0.1712422,0,22.674,6,7,1,0.666666666666667,0.666666666666667,0.6,0.999,1,9,0,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.042052820122304,"PLAT",0.666666666666667,0.999,NA,NA,0.0426945231147211,0,297658.782591827,0.0872145844291736,42,1,"SNETWORK (1 1594 297658.782591827 0.0426945231147211 42 42)",0,NA,0.733333333333333,c(-725472.418397787, 2158593.7597698)
"43",1600,43,"North Laramie River","1.018e","Wyoming",130608,0,1387.58,5.17,0.00346049,343.8,1120.3,1376019,0.048,58,19.83,20.96,21.81,245,22,19.50043439,0.18357964,1,2.255,11,2,-2,0.545454545454545,0.545454545454545,0.25,0.714285714285714,1,7,0,0,1,NA,1,NA,1,NA,1,1,0,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.049445096068656,"PLAT",0.5,0.999,NA,0.001,0.286007971747166,0,321481.886330434,0.012941952630001,43,1,"SNETWORK (1 1600 321481.886330434 0.286007971747166 43 43)",0,NA,0.666666666666667,c(-738634.958318802, 2164377.20368435)
"44",1616,44,"North Laramie River","1.018e","Wyoming",131552,0,1731.03,22.07,0.00961636,395.32,902,1377073,0.047,55,17.27,18.34,19.14,243,11,15.31586552,0.16940383,1,33.017,5,1,0,0.999,0.999,0.999,NA,1,1,NA,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.065316029591367,"PLAT",0.999,0.999,NA,NA,0.224318501703125,0,362089.932617301,0.012941952630001,44,1,"SNETWORK (1 1616 362089.932617301 0.224318501703125 44 44)",0,NA,0.166666666666667,c(-762274.766029464, 2170259.41441301)
"45",1636,45,"North Laramie River","1.018e","Wyoming",130311,0,2102.53,1,0.00731707,366.07,412.87,1363568,0.103,53,15.96,16.99,17.77,241,32,6.06006814,0.16984912,1,45.336,6,-1,0,0.999,0.666666666666667,0.999,0.999,1,1,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.022014742007936,"PLAT",0.999,0.999,NA,NA,0.218230639864009,1.16415321826935e-10,402244.108733207,0.012941952630001,45,1,"SNETWORK (1 1636 402244.108733207 0.218230639864009 45 45)",0,NA,0.428571428571429,c(-791383.81325069, 2162899.92352065)
"46",1643,46,"North Laramie River","1.018e","Wyoming",132521,0,2161.15,0.43,0.01126835,402.44,127.25,1371257,0.302,52,15.65,16.67,17.45,244,26,1.90433201,0.11681474,1,45.336,6,-1,0,0.75,0.666666666666667,0.666666666666667,0.999,0,1,1,1,1,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.020999089119266,"PLAT",0.999,0.5,NA,NA,0.0658059258699195,0,417249.785098775,0.012941952630001,46,1,"SNETWORK (1 1643 417249.785098775 0.0658059258699195 46 46)",0,NA,0.428571428571429,c(-794975.456421767, 2171482.18098255)
"47",1646,47,"Laramie River","1.018e","Wyoming",129791,0,1365.13,16.76,0.00095042,336.75,7979.78,1371653,0.408,61,20.63,21.77,22.64,173,46,299.2107235,0.16566187,0,22.674,9,2,0,0.75,0.777777777777778,0.75,0.75,1,4,1,1,1,NA,1,NA,1,NA,0,1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.034697793347273,"PLAT",0.999,0.999,NA,NA,0.248373015210164,0,309840.57931557,0.0742726317991726,47,1,"SNETWORK (1 1646 309840.57931557 0.248373015210164 47 47)",0,NA,0.461538461538462,c(-732855.57779133, 2158878.51773452)
"48",1649,48,"Laramie River","1.018e","Wyoming",129316,0,1400.44,6.9,0.00204063,365.72,6415.45,1368727,0.483,58,20.97,22.13,23,185,52,263.5005477,0.15696623,1,104.104,11,15,8,0.888888888888889,0.909090909090909,0.999,0.875,1,16,1,1,1,NA,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.024266149234005,"PLAT",0.999,0.999,NA,0.001,0.0747769944958785,0,330025.257038271,0.0742726317991726,48,1,"SNETWORK (1 1649 330025.257038271 0.0747769944958785 48 48)",0,NA,0.62962962962963,c(-745622.816525579, 2158557.6401812)
"49",1656,49,"Laramie River","1.018e","Wyoming",128431,0,1482.03,21.04,0.00822812,370.62,6177.84,1357381,0.502,58,20.14,21.28,22.14,179,24,258.4005158,0.15484016,1,104.104,14,-3,-4,0.5,0.571428571428571,0.6,0.428571428571429,1,3,1,0,1,NA,0,1,1,NA,1,1,0,NA,1,1,1,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.050495238581106,"PLAT",0.5,0.999,NA,0.999,0.300361766558822,0,348239.565289695,0.0742726317991726,49,1,"SNETWORK (1 1656 348239.565289695 0.300361766558822 49 49)",0,NA,0.529411764705882,c(-755609.365800001, 2149257.61400001)
