"","GNIS_NAME.x","Month.x","Gear.x","Database.x","Party.x","RepeatID","F_MAUG_HIS.x","GNIS_NAME.y","Month.y","Gear.y","Database.y","Party.y","F_MAUG_HIS.y"
"309","Inyan Kara Creek",6,"| | | | | | | | |","Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodivers","Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T.",136,17.32633867,"Inyan Kara Creek",8,"Bag Seine | Bag Seine | Bag Seine | Bag Seine","Wyoming Game & Fish Dept","Nikirk | Nikirk | Nikirk | Nikirk",17.32633867
"310","Horse Creek",0,"S","Kirk 2020","Baxter and Simon 1960's",135,86.68516227,"Horse Creek",0,"E","Kirk 2020","Maitland 2017",86.68516227
"311","Horse Creek",0,"E","Kirk 2020","Rahel and Hubert 1991",134,36.80959319,"Horse Creek",0,"E","Kirk 2020","Moan et al. 2011",36.80959319
"312","Horse Creek",0,"E","Kirk 2020","Rahel and Hubert 1991",133,27.03760899,"Horse Creek",0,"E/S","Kirk 2020","WGFD 2015 Report",24.80147541
"313","Horse Creek",0,"E","Kirk 2020","Rahel and Hubert 1991",132,38.94474004,"Horse Creek",0,"E/S","Kirk 2020","WGFD 2015 Report",38.94474004
"314","Horse Creek",0,"E","Kirk 2020","Rahel and Hubert 1991",131,82.33099307,"Horse Creek",0,"E/S | E/S","Kirk 2020 | Kirk 2020","WGFD 2015 Report | WGFD 2015 Report",82.33099307
"315","Horse Creek",0,"E","Kirk 2020","Rahel and Hubert 1991",130,82.75555116,"Horse Creek",0,"E","Kirk 2020","WGFD Report 2019",82.75555116
"316","Horse Creek",0,"E","Kirk 2020","Rahel and Hubert 1991",129,92.72555238,"Horse Creek",0,"E","Kirk 2020","WGFD Report 2019",93.00876605
"317","Horse Creek",0,"E","Kirk 2020","WGFD 1997 Report",128,0.14133583,"Horse Creek",0,"E","Kirk 2020","WGFD 2011 Report",0.14133583
"318","Horse Creek",6,"| | | | |","Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodivers","Collector(s): B. House, George T. Baxter | Collector(s): B. House, George T. Baxter | Collector(s): B. House, George T. Baxter | Collector(s): B. House, George T. Baxter | Collector(s): B. House, George T. Baxter | Collector(s): B. House, George T. Baxte",127,87.07962444,"Horse Creek",0,"E","Kirk 2020","WGFD Report 2019",92.25563686
"319","Horse Creek",6,"| | | | | | | | | | | | | |","Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodivers","Collector(s): Joe Larscheid, Brent Rhodine | Collector(s): Joe Larscheid, Brent Rhodine | Collector(s): Joe Larscheid, Brent Rhodine | Collector(s): Joe Larscheid, Brent Rhodine | Collector(s): Joe Larscheid, Brent Rhodine | Collector(s): Joe Larscheid,",126,30.20575509,"Horse Creek",0,"E/S","Kirk 2020","WGFD 2015 Report",30.20575509
"320","Horse Creek",6,"Backpack electrofisher | Backpack electrofisher | Backpack electrofisher | Backpack electrofisher","Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facili","Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton",125,17.91826645,"Horse Creek",0,"E","Kirk 2020","Hickerson Thesis",17.91826645
"321","Encampment River",8,"0","Wyoming Game & Fish Dept","0",124,128.3795824,"Encampment River",8,"0","Wyoming Game & Fish Dept","0",128.3795824
"322","Encampment River",9,"0","Wyoming Game & Fish Dept","0",123,141.1028391,"Encampment River",6,"0","Wyoming Game & Fish Dept","0",141.094457
"323","Green River",4,"0 | 0","Wyoming Game & Fish Dept | WGFD(Gelwicks)","0 | Gelwicks",122,1286.735938,"Green River",6,"0 | 0 | 0","Wyoming Game & Fish Dept | WGFD(Gelwicks) | WGFD(Gelwicks)","0 | Gelwicks | Gelwicks",1286.767198
"324","Green River",5,"0 | 0 | 0","Wyoming Game & Fish Dept | Wyoming Game & Fish Dept | WGFD(Gelwicks)","0 | 0 | Gelwicks",121,1286.26819,"Green River",6,"0 | 0 | 0 | 0","Wyoming Game & Fish Dept | WGFD(Gelwicks) | WGFD(Gelwicks) | WGFD(Gelwicks)","0 | Gelwicks | Gelwicks | Gelwicks",1285.822089
"325","Green River",5,"0 | 0 | 0","Wyoming Game & Fish Dept | Wyoming Game & Fish Dept | WGFD(Gelwicks)","0 | 0 | Gelwicks",120,1199.837711,"Green River",5,"0 | 0 | 0 | 0","Wyoming Game & Fish Dept | WGFD(Gelwicks) | WGFD(Gelwicks) | WGFD(Gelwicks)","0 | Gelwicks | Gelwicks | Gelwicks",1199.749735
"326","Green River",8,"| |","Global Biodiversity Information Facility Field Museum of Natural History (Zoology) Fish Collection | Global Biodiversity Information Facility Field Museum of Natural History (Zoology) Fish Collection | Global Biodiversity Information Facility Field Museu","R. F. Inger, M. L. Inger | R. F. Inger, M. L. Inger | R. F. Inger, M. L. Inger",119,389.4165545,"Green River",8,"0","Wyoming Game & Fish Dept","0",389.1330912
"327","Green River",8,"0 | | | |","Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodivers","Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter",118,1296.982195,"Green River",4,"0 | 0","Wyoming Game & Fish Dept | WGFD(Gelwicks)","0 | Gelwicks",1296.983965
"328","Green River",8,"| | | | | | | |","Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facili","Collector(s): G. H. Clemmer, R. Phipps, K. Thompson, USGS Biological Survey Fort Collins | Collector(s): G. H. Clemmer; K. Thompson; USGS Biological Survey Fort Collins; R. Phipps | Collector(s): G. H. Clemmer, R. Phipps, K. Thompson, USGS Biological Sur",117,1184.973843,"Green River",5,"0 | 0 | 0 | 0 | 0 | 0","Wyoming Game & Fish Dept | WGFD(Gelwicks) | WGFD(Gelwicks) | WGFD(Gelwicks)","0 | 0 | 0 | Gelwicks | Gelwicks | Gelwicks",1184.973843
"329","Green River",8,"| | | | | |","Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facili","Collector(s): G. H. Clemmer, R. Phipps, K. Thompson, USGS Biological Survey Fort Collins | Collector(s): G. H. Clemmer, R. Phipps, K. Thompson, USGS Biological Survey Fort Collins | Collector(s): G. H. Clemmer, R. Phipps, K. Thompson, USGS Biological Sur",116,1184.973843,"Green River",5,"0 | 0 | 0 | 0 | 0","Wyoming Game & Fish Dept | WGFD(Gelwicks) | WGFD(Gelwicks) | WGFD(Gelwicks)","0 | 0 | Gelwicks | Gelwicks | Gelwicks",1185.075921
"330","Green River",9,"| |","Global Biodiversity Information Facility CAS Ichthyology (ICH) | Global Biodiversity Information Facility CAS Ichthyology (ICH) | Global Biodiversity Information Facility CAS Ichthyology (ICH)","Myers, G. S.; Gosline, W. A. | Myers, G. S.; Gosline, W. A. | Myers, G. S.; Gosline, W. A.",115,1155.726316,"Green River",10,"0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0","Wyoming Game & Fish Dept","0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0",1156.632356
"331","Grass Creek",11,"Backpack electrofishing unit | Backpack electrofishing unit | Backpack electrofishing unit | Backpack electrofishing unit | Backpack electrofishing unit | Backpack electrofishing unit | Backpack electrofishing unit | Backpack electrofishing unit | Backpa","Wyoming Game & Fish Dept","RDL DBF BLM | RDL DBF BLM | RDL DBF BLM | RDL DBF BLM | RDL DBF BLM | RDL DBF BLM | RDL DBF BLM | RDL DBF BLM | RDL DBF BLM | RDL DBF BLM | RDL DBF BLM | RDL DBF BLM | RDL DBF BLM | RDL DBF BLM | RDL DBF BLM | RDL DBF BLM | RDL DBF BLM | RDL DBF BLM | RD",114,5.32381125,"Grass Creek",7,"Backpack electrofishing unit | Backpack electrofishing unit | Backpack electrofishing unit | Backpack electrofishing unit | Backpack electrofishing unit | Backpack electrofishing unit | Backpack electrofishing unit | Backpack electrofishing unit | Backpa","Wyoming Game & Fish Dept","MJ MS | MJ MS | MJ MS | MJ MS | MJ MS | MJ MS | MJ MS | MJ MS | MJ MS | MJ MS | MJ MS | MJ MS | MJ MS | MJ MS | MJ MS | MJ MS | MJ MS | MJ MS | MJ MS | MJ MS | MJ MS | MJ MS | MJ MS | MJ MS | MJ MS | MJ MS | MJ MS | MJ MS | MJ MS | MJ MS | MJ MS | MJ MS",5.32381125
"332","Dirtyman Fork",7,"0 | 0","Wyoming Game & Fish Dept | WGFD(Gelwicks)","0 | Gelwicks",113,2.08358943,"Dirtyman Fork",5,"0","WGFD(Gelwicks)","Gelwicks",2.08358943
"333","Deer Creek",0,"E","Kirk 2020","Wesche 1974",112,8.62493134,"Deer Creek",0,"E/S","Kirk 2020","Bear 2007",8.65376394
"334","Deer Creek",0,"E","Kirk 2020","Lipsey 2001",111,8.39463348,"Deer Creek",0,"E","Kirk 2020","Hickerson Thesis",8.39463348
"335","Deer Creek",0,"E","Kirk 2020","Lipsey 2001",110,8.76697815,"Deer Creek",0,"E","Kirk 2020","Hickerson Thesis",8.65997082
"336","Deer Creek",0,"E","Kirk 2020","Lipsey 2001",109,9.49413569,"Deer Creek",0,"E","Kirk 2020","WGFD Report 2011",9.49413569
"337","East Fork Wind River",9,"Drifting watercraft and throwing electrodes | Drifting watercraft and throwing electrodes | Drifting watercraft and throwing electrodes | Drifting watercraft and throwing electrodes | Drifting watercraft and throwing electrodes | Drifting watercraft and","Wyoming Game & Fish Dept","JDTMKJCADD | JDTMKJCADD | JDTMKJCADD | JDTMKJCADD | JDTMKJCADD | JDTMKJCADD | JDTMKJCADD | JDTMKJCADD | JDTMKJCADD | JDTMKJCADD | JDTMKJCADD | JDTMKJCADD | JDTMKJCADD | JDTMKJCADD | JDTMKJCADD | JDTMKJCADD | JDTMKJCADD | JDTMKJCADD | JDTMKJCADD | JDTMKJC",108,170.6642444,"East Fork Wind River",9,"Drifting watercraft and throwing electrodes | Drifting watercraft and throwing electrodes | Drifting watercraft and throwing electrodes | Drifting watercraft and throwing electrodes | Drifting watercraft and throwing electrodes | Drifting watercraft and","Wyoming Game & Fish Dept","TM | TM | TM | TM | TM | TM | TM | TM | TM | TM | TM | TM | TM | TM | TM | TM | TM | TM | TM | TM | TM | TM | TM | TM | TM | TM | TM | TM | TM | TM | TM | TM | 0",170.6642444
"338","Eagle Creek",8,"Seine | Seine | Seine | Seine | Seine | Seine","Montana Fish, Wildlife & Parks","Bramblett, Robert | Bramblett, Robert | Bramblett, Robert | Bramblett, Robert | Bramblett, Robert | Bramblett, Robert",106,1.53502095,"Eagle Creek",7,"Unknown | Unknown | Unknown","Montana Fish, Wildlife & Parks","Allison Stringer | Allison Stringer | Allison Stringer",1.53502095
"339","Duck Creek",7,"| | | |","Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodivers","Collector(s): unknown | Collector(s): unknown | Collector(s): unknown | Collector(s): unknown | Collector(s): unknown",105,0.72593393,"Duck Creek",9,"0","Wyoming Game & Fish Dept","0",0.787056
"340","Clear Creek",8,"| | | | | | |","Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodivers","Collector(s): George T. Baxter | Collector(s): John W. Mueller, Louis C. Rockett | Collector(s): John W. Mueller, Louis C. Rockett | Collector(s): John W. Mueller, Louis C. Rockett | Collector(s): George T. Baxter | Collector(s): George T. Baxter | Colle",104,112.2688886,"Clear Creek",8,"| | | |","Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facili","Collector(s): Boughton, Foster, Murray, Sturgis, Wright | Collector(s): Boughton, Foster, Murray, Sturgis, Wright | Collector(s): Boughton, Foster, Murray, Sturgis, Wright | Collector(s): Boughton, Foster, Murray, Sturgis, Wright | Collector(s): Boughton",112.2688886
"341","Clear Creek",9,"| | | | | | |","Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodivers","Collector(s): unknown | Collector(s): unknown | Collector(s): unknown | Collector(s): unknown | Collector(s): unknown | Collector(s): unknown | Collector(s): unknown | Collector(s): unknown",103,101.2692506,"Clear Creek",4,"Drifting watercraft and fixed electrodes | Drifting watercraft and fixed electrodes | Drifting watercraft and fixed electrodes | Drifting watercraft and fixed electrodes | Drifting watercraft and fixed electrodes | Drifting watercraft and fixed electrode","Wyoming Game & Fish Dept","Bill Bradshaw | Bill Bradshaw | Bill Bradshaw | Bill Bradshaw | Bill Bradshaw | Bill Bradshaw | Bill Bradshaw | Bill Bradshaw | Bill Bradshaw | Bill Bradshaw | Bill Bradshaw | Bill Bradshaw | Bill Bradshaw | Bill Bradshaw | Bill Bradshaw | Bill Bradshaw",101.2692506
"342","Clear Creek",9,"Bag Seine | Bag Seine | Bag Seine | Bag Seine | Sinking experimental gill net, random mesh array | Sinking experimental gill net, random mesh array | Sinking experimental gill net, random mesh array | Sinking experimental gill net, random mesh array | Si","Wyoming Game & Fish Dept | Wyoming Game & Fish Dept","Bill Bradshaw | Bill Bradshaw | Bill Bradshaw | Bill Bradshaw | Bill Bradshaw | Bill Bradshaw | Bill Bradshaw | Bill Bradshaw | Bill Bradshaw | Bill Bradshaw | Bill Bradshaw",102,110.362737,"Clear Creek",7,"Motorized watercraft & fixed electrodes | Motorized watercraft & fixed electrodes | 0","Wyoming Game & Fish Dept","Bill Bradshaw Paul Mavrakis | Bill Bradshaw Paul Mavrakis | 0",110.362737
"343","Clarks Fork Yellowstone River",4,"Drift Boat - Mobile anode | Drift Boat - Mobile anode | Drift Boat - Mobile anode | Drift Boat - Mobile anode | Drift Boat - Mobile anode | Drift Boat - Mobile anode","Montana Fish, Wildlife & Parks","| | | | |",101,2125.574115,"Clarks Fork Yellowstone River",4,"0 | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes","Global Biodiversity Information Facility USGS Nonindigenous Aquatic Species database | Montana Fish, Wildlife & Parks","0 | Olszewski, Radonski | Olszewski, Radonski | Olszewski, Radonski | Olszewski, Radonski | Olszewski, Radonski",2125.574115
"344","Clarks Fork Yellowstone River",9,"Boat shocking - mobile anode | Boat shocking - mobile anode | Boat shocking - mobile anode | Boat shocking - mobile anode | Boat shocking - mobile anode | Boat shocking - mobile anode | Boat shocking - mobile anode","Montana Fish, Wildlife & Parks","Consultant, Personal | Consultant, Personal | Consultant, Personal | Consultant, Personal | Consultant, Personal | Consultant, Personal | Consultant, Personal",100,1604.869097,"Clarks Fork Yellowstone River",3,"0 | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes","Global Biodiversity Information Facility USGS Nonindigenous Aquatic Species database | Montana Fish, Wildlife & Parks","0 | Bailey, Hergenrider | Bailey, Hergenrider | Bailey, Hergenrider | Bailey, Hergenrider",1604.869097
"345","Clear Creek",6,"Seine | Seine | Seine | Seine | Seine | Seine","Montana Fish, Wildlife & Parks","Lott, Ryan | Lott, Ryan | Lott, Ryan | Lott, Ryan | Lott, Ryan | Lott, Ryan",99,9.68170058,"Clear Creek",6,"Unknown | Unknown | Unknown","Montana Fish, Wildlife & Parks","Allison Stringer | Allison Stringer | Allison Stringer",9.68170058
"346","Chugwater Creek",9,"| | | | |","Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodivers","Collector(s): Wyoming Game and Fish Department | Collector(s): Wyoming Game and Fish Department | Collector(s): Wyoming Game and Fish Department | Collector(s): Wyoming Game and Fish Department | Collector(s): Wyoming Game and Fish Department | Collector",98,35.66528558,"Chugwater Creek",7,"Seine | Seine | Seine | Seine | Seine","Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facili","Collector(s): Christina E. Barrineau, Nina Selvage, E. Collings | Collector(s): Christina E. Barrineau, Nina Selvage, E. Collings | Collector(s): Christina E. Barrineau, Nina Selvage, E. Collings | Collector(s): Christina E. Barrineau, Nina Selvage, E. C",35.87718464
"347","Cheyenne River",0,"E/S","Kirk 2020","Patton 1998",97,197.8490771,"Cheyenne River",0,"E","Kirk 2020","Peterson et al. 2009",197.8490771
"348","Cheyenne River",5,"Backpack electrofisher and bag seine | Backpack electrofisher and bag seine | Backpack electrofisher and bag seine | Backpack electrofisher and bag seine | Backpack electrofisher and bag seine | Backpack electrofisher and bag seine | Backpack electrofish","Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facili","Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton",96,184.3913008,"Cheyenne River",7,"Bag seine 4' x 25' with 3/16"" mesh | Bag seine 4' x 25' with 3/16"" mesh | NA | NA | NA | NA | NA | NA | NA | NA | NA","Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Wyoming Game & Fish Dept","Collector(s): A. P. Lickteig, M. N. Joki, B. E. Savelli | Collector(s): A. P. Lickteig, M. N. Joki, B. E. Savelli | SF | SF | SF | SF | SF | SF | SF | SF | SF",184.3913008
"349","Cheyenne River",5,"Backpack electrofisher and bag seine | Backpack electrofisher and bag seine | Backpack electrofisher and bag seine | Backpack electrofisher and bag seine | Backpack electrofisher and bag seine | Backpack electrofisher and bag seine | Backpack electrofish","Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facili","Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton",95,97.81962896,"Cheyenne River",0,"E/S","Kirk 2020","McGree 2011",97.81962896
"350","Cheyenne River",7,"| |","Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos)","Collector(s): G. H. Clemmer, M. Stromberg, USGS Biological Survey Fort Collins | Collector(s): G. H. Clemmer, M. Stromberg, USGS Biological Survey Fort Collins | Collector(s): G. H. Clemmer, M. Stromberg, USGS Biological Survey Fort Collins",94,192.2543478,"Cheyenne River",7,"Bag seine 4' x 25' with 3/16"" mesh | Bag seine 4' x 25' with 3/16"" mesh | Bag seine 4' x 25' with 3/16"" mesh | Bag seine 4' x 25' with 3/16"" mesh | Bag seine 4' x 25' with 3/16"" mesh | Bag seine 4' x 25' with 3/16"" mesh | NA | NA | NA | NA | NA | NA","Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facili","Collector(s): A. P. Lickteig, M. N. Joki, B. E. Savelli | Collector(s): A. P. Lickteig, M. N. Joki, B. E. Savelli | Collector(s): A. P. Lickteig, M. N. Joki, B. E. Savelli | Collector(s): A. P. Lickteig, M. N. Joki, B. E. Savelli | Collector(s): A. P. Li",192.2543478
"351","Crow Creek",0,"Seine","University of Wyoming Powder River dataset","MFWP",93,7.07103539,"Crow Creek",0,"Seine","University of Wyoming Powder River dataset","Stuart, BLM",7.07103539
"352","Crazy Woman Creek",7,"Bag seine 25' | Bag seine 25' | Bag seine 25' | Bag seine 25' | Bag seine 25' | Bag seine 25'","Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facili","Collector(s): David J. Zafft, J. Isaacs, K. Lang | Collector(s): David J. Zafft, J. Isaacs, K. Lang | Collector(s): David J. Zafft, J. Isaacs, K. Lang | Collector(s): David J. Zafft, J. Isaacs, K. Lang | Collector(s): David J. Zafft, J. Isaacs, K. Lang |",92,38.03778631,"Crazy Woman Creek",8,"0","Wyoming Game & Fish Dept","0",38.14622949
"353","Bridger Creek",5,"Minnow trap | Minnow trap | Minnow trap | Minnow trap | Minnow trap","Wyoming Game & Fish Dept","KJ | KJ | KJ | KJ | KJ",91,3.84950884,"Bridger Creek",7,"Bag Seine | Bag Seine | Bag Seine | Bag Seine","Wyoming Game & Fish Dept","Hogberg | Hogberg | Hogberg | Hogberg",3.84950884
"354","Box Elder Creek",0,"E","Kirk 2020","Meyer 1986",90,5.80781123,"Box Elder Creek",0,"E","Kirk 2020","Hickerson Thesis",5.79204934
"355","Box Elder Creek",0,"E","Kirk 2020","Meyer 1986",89,6.37923309,"Box Elder Creek",0,"E","Kirk 2020","Hickerson Thesis",6.37923309
"356","Box Elder Creek",0,"E","Kirk 2020","Meyer 1986",88,6.38022454,"Box Elder Creek",0,"E","Kirk 2020","Hickerson Thesis",6.38022454
"357","Blacks Fork",8,"| | | |","Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodivers","Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter",87,124.8203341,"Blacks Fork",8,"0","Wyoming Game & Fish Dept","0",124.8203341
"358","Blacks Fork",8,"0 | 0 | 0 | 0 | 0","Wyoming Game & Fish Dept | Wyoming Game & Fish Dept | Wyoming Game & Fish Dept | WGFD(Gelwicks) | WGFD(Gelwicks)","0 | 0 | 0 | Gelwicks | Gelwicks",86,318.7852163,"Blacks Fork",8,"0","Tiemann (UWyo) unpublished","0",322.4623639
"359","Blacks Fork",8,"0 | 0","WGFD(Gelwicks) | WGFD(Gelwicks)","Gelwicks | Gelwicks",85,252.5468221,"Blacks Fork",7,"0","Wyoming Game & Fish Dept","0",252.7941975
"360","Blacks Fork",8,"0 | 0 | 0","Wyoming Game & Fish Dept | Wyoming Game & Fish Dept | WGFD(Gelwicks)","0 | 0 | Gelwicks",84,323.9176324,"Blacks Fork",8,"0 | 0","Tiemann (UWyo) unpublished | Wyoming Game & Fish Dept","0 | 0",324.0192349
"361","Blacks Fork",8,"0 | 0 | 0","Wyoming Game & Fish Dept | Wyoming Game & Fish Dept | WGFD(Gelwicks)","0 | 0 | Gelwicks",83,259.43495,"Blacks Fork",8,"0 | 0 | 0 | 0","Wyoming Game & Fish Dept | Wyoming Game & Fish Dept | Tiemann (UWyo) unpublished | Tiemann (UWyo) unpublished","0 | 0 | 0 | 0",259.43495
"362","Blacks Fork",8,"Electrofisher | 0","Global Biodiversity Information Facility MSB Fish Collection (Arctos) | WGFD(Gelwicks)","Collector(s): Curtis Gill, Kevin R. Gelwicks, S. Willis, K. Magowan, R. Braham | Gelwicks",82,322.9015169,"Blacks Fork",8,"0 | 0","Wyoming Game & Fish Dept | Tiemann (UWyo) unpublished","0 | 0",323.2528421
"363","Blacks Fork",9,"6 ft cs seine | 6 ft cs seine | 6 ft cs seine | 6 ft cs seine | 6 ft cs seine","Global Biodiversity Information Facility University of Michigan Museum of Zoology, Division of Fishes | Global Biodiversity Information Facility University of Michigan Museum of Zoology, Division of Fishes | Global Biodiversity Information Facility Unive","CL Hubbs & family | CL Hubbs & family | CL Hubbs & family | CL Hubbs & family | CL Hubbs & family",81,317.7722965,"Blacks Fork",7,"0 | 0","Tiemann (UWyo) unpublished | Wyoming Game & Fish Dept","0 | 0",318.0457742
"364","Blacks Fork",9,"0","WGFD(Gelwicks)","Gelwicks",80,197.1700091,"Blacks Fork",7,"0 | 0","Tiemann (UWyo) unpublished | Wyoming Game & Fish Dept","0 | 0",197.1700091
"365","Blacks Fork",9,"0 | 0 | 0","Wyoming Game & Fish Dept | Wyoming Game & Fish Dept | WGFD(Gelwicks)","0 | 0 | Gelwicks",79,125.9528497,"Blacks Fork",6,"0","Wyoming Game & Fish Dept","0",125.9528497
"366","Blacks Fork",9,"0","WGFD(Gelwicks)","Gelwicks",78,199.9472569,"Blacks Fork",7,"0","Wyoming Game & Fish Dept","0",199.8750681
"367","Blacks Fork",9,"0 | 0 | 0 | 0","Wyoming Game & Fish Dept | Wyoming Game & Fish Dept | WGFD(Gelwicks) | WGFD(Gelwicks)","0 | 0 | Gelwicks | Gelwicks",77,261.5403078,"Blacks Fork",8,"0 | 0","Tiemann (UWyo) unpublished | Wyoming Game & Fish Dept","0 | 0",261.1536495
"368","Blacks Fork",9,"0 | 0 | 0 | 0 | 0","Wyoming Game & Fish Dept | Wyoming Game & Fish Dept | Wyoming Game & Fish Dept | WGFD(Gelwicks) | WGFD(Gelwicks)","0 | 0 | 0 | Gelwicks | Gelwicks",76,252.1018856,"Blacks Fork",8,"0 | 0","Tiemann (UWyo) unpublished | Wyoming Game & Fish Dept","0 | 0",251.9377213
"369","Blacks Fork",10,"0 | 0","Wyoming Game & Fish Dept | Wyoming Game & Fish Dept","0 | 0",75,121.2790478,"Blacks Fork",8,"0","Wyoming Game & Fish Dept","0",121.2871453
"370","Cherry Creek",8,"0 | Backpack shocking | Backpack shocking | Backpack shocking | Backpack shocking","Global Biodiversity Information Facility USGS Nonindigenous Aquatic Species database | Montana Fish, Wildlife & Parks","0 | Kruse, Carter | Kruse, Carter | Kruse, Carter | Kruse, Carter",74,12.59427041,"Cherry Creek",9,"Bank Electrofisher - Handheld anode | Bank Electrofisher - Handheld anode | Bank Electrofisher - Handheld anode | Bank Electrofisher - Handheld anode","Montana Fish, Wildlife & Parks","C.Kruse, E. Leinonen | C.Kruse, E. Leinonen | C.Kruse, E. Leinonen | C.Kruse, E. Leinonen",12.59427041
